"Time (s)","X (µT)","Y (µT)","Z (µT)"
3.932331625E0,7.019859314E0,2.332404900E1,-4.324773788E1
3.962147625E0,7.341461182E0,2.377938843E1,-4.297046280E1
3.991964625E0,8.120094299E0,2.431570435E1,-4.232878494E1
4.021780625E0,8.918174744E0,2.505574608E1,-4.175290298E1
4.051597625E0,9.547386169E0,2.577729034E1,-4.152272415E1
4.081414625E0,1.043231964E1,2.648106384E1,-4.083313370E1
4.111230625E0,1.182038116E1,2.705324554E1,-3.988331985E1
4.141047625E0,1.346465302E1,2.794183159E1,-3.884096146E1
4.170863625E0,1.567802429E1,2.880818558E1,-3.737611008E1
4.200680625E0,1.863066101E1,2.955400467E1,-3.564845657E1
4.230497625E0,2.056961823E1,3.028210831E1,-3.401708603E1
4.260313625E0,2.254445648E1,3.095561600E1,-3.213745499E1
4.290130625E0,2.379338074E1,3.146606064E1,-3.037855148E1
4.319946625E0,2.574748993E1,3.212021255E1,-2.848112106E1
4.349763625E0,2.753096008E1,3.255467224E1,-2.676280594E1
4.379580625E0,2.876372528E1,3.260210419E1,-2.498209000E1
4.409396625E0,3.003511810E1,3.281003571E1,-2.331773758E1
4.439213625E0,3.119525909E1,3.366236496E1,-2.104913712E1
4.469029625E0,3.218870544E1,3.403263092E1,-1.877759171E1
4.498846625E0,3.334272003E1,3.426642227E1,-1.644523239E1
4.528663625E0,3.422656250E1,3.464208984E1,-1.347877884E1
4.558481000E0,3.505857849E1,3.478201294E1,-1.033673096E1
4.588298000E0,3.609951019E1,3.447381210E1,-7.615093231E0
4.618114000E0,3.723209381E1,3.383406067E1,-5.443447113E0
4.647931000E0,3.802107239E1,3.309514999E1,-3.887783051E0
4.677747000E0,3.835284424E1,3.296187973E1,-2.197158813E0
4.707564000E0,3.843253326E1,3.297254944E1,-9.162178040E-1
4.737381000E0,3.864976501E1,3.271368408E1,1.373100281E-1
4.767197000E0,3.901184082E1,3.229412460E1,9.695930481E-1
4.797014000E0,3.916564178E1,3.198878860E1,1.989597321E0
4.826830000E0,3.854891968E1,3.255185318E1,1.889701843E0
4.856647000E0,3.614656067E1,3.496724701E1,1.226509094E0
4.886464000E0,3.407211304E1,3.681835175E1,-4.221992493E-1
4.916280000E0,3.241487885E1,3.809463882E1,-1.224067688E0
4.946097000E0,3.086827850E1,3.903111267E1,-1.550880432E0
4.975913000E0,2.971994019E1,3.993593597E1,-1.539333344E0
5.005730000E0,2.846091461E1,4.071043777E1,-1.522525787E0
5.035547000E0,2.766402435E1,4.121122742E1,-1.978347778E0
5.065363000E0,2.710243225E1,4.147752380E1,-2.216674805E0
5.095180000E0,2.664819336E1,4.142887497E1,-2.432601929E0
5.124996000E0,2.641918945E1,4.182074738E1,-2.077983856E0
5.154813000E0,2.585099030E1,4.197861481E1,-1.491847992E0
5.184629000E0,2.524208069E1,4.237385559E1,-8.040351868E-1
5.214446000E0,2.455912018E1,4.271397781E1,-1.633148193E-1
5.244263000E0,2.360510254E1,4.328867340E1,1.170349121E-1
5.274079000E0,2.247300720E1,4.370028305E1,-3.473892212E-1
5.303896000E0,2.173052216E1,4.404953003E1,-6.757659912E-1
5.333712000E0,2.157404327E1,4.414846039E1,-9.806442261E-1
5.363529000E0,2.145738983E1,4.430844879E1,-8.173294067E-1
5.393346000E0,2.153698730E1,4.416886902E1,-5.394935608E-1
5.423162000E0,2.209390259E1,4.416463470E1,-1.131671906E0
5.452979000E0,2.279179382E1,4.386521912E1,-2.791976929E0
5.482795000E0,2.291635895E1,4.371403503E1,-3.588813782E0
5.512612000E0,2.252719116E1,4.366806793E1,-3.822093964E0
5.542428000E0,2.253501892E1,4.338414001E1,-4.278438568E0
5.572244125E0,2.369719696E1,4.302844238E1,-4.240715027E0
5.602061125E0,2.487901306E1,4.220359802E1,-4.491611481E0
5.631877125E0,2.532537842E1,4.183863831E1,-4.981468201E0
5.661694125E0,2.509614563E1,4.182974625E1,-5.192985535E0
5.691510125E0,2.450228882E1,4.218968201E1,-6.284637451E0
5.721327125E0,2.375643158E1,4.210024261E1,-7.339076996E0
5.751143125E0,2.310617065E1,4.231257629E1,-8.344604492E0
5.780960125E0,2.273912811E1,4.242220306E1,-8.759456635E0
5.810777125E0,2.244795990E1,4.247850800E1,-8.979640961E0
5.840593125E0,2.229391479E1,4.251169586E1,-9.228191376E0
5.870410125E0,2.216205597E1,4.263190079E1,-9.119354248E0
5.900226125E0,2.206157684E1,4.253459930E1,-9.281761169E0
5.930043125E0,2.209436798E1,4.258113861E1,-9.351799011E0
5.959859125E0,2.192153168E1,4.253675842E1,-9.646224976E0
5.989676125E0,2.163186646E1,4.252709198E1,-9.844196320E0
6.019493125E0,2.170425415E1,4.273237991E1,-9.904705048E0
6.049309125E0,2.155748749E1,4.284387207E1,-9.916519165E0
6.079126125E0,2.163242340E1,4.283934021E1,-9.688941956E0
6.108942125E0,2.157907867E1,4.276923752E1,-9.450740814E0
6.138759125E0,2.154890442E1,4.277982330E1,-9.495605469E0
6.168576125E0,2.146408844E1,4.287581635E1,-9.491687775E0
6.198392125E0,2.141745758E1,4.281510544E1,-9.651092529E0
6.228209125E0,2.145631409E1,4.286161041E1,-9.855152130E0
6.258025125E0,2.137770081E1,4.279033279E1,-1.020105362E1
6.287842125E0,2.134905243E1,4.269481659E1,-1.047007751E1
6.317658125E0,2.155740356E1,4.265041351E1,-1.040311813E1
6.347475125E0,2.177382660E1,4.257556915E1,-1.043036652E1
6.377292125E0,2.159406281E1,4.278623199E1,-1.032971954E1
6.407108125E0,2.140575409E1,4.281352234E1,-1.038088226E1
6.436925125E0,2.151583099E1,4.288286591E1,-1.055695343E1
6.466741125E0,2.116561127E1,4.286759186E1,-1.094346619E1
6.496558125E0,2.029132080E1,4.312970352E1,-1.114146423E1
6.526374125E0,1.932153320E1,4.338081360E1,-1.157031250E1
6.556191000E0,1.814122772E1,4.363111877E1,-1.222937775E1
6.586008000E0,1.630241394E1,4.357475281E1,-1.399798203E1
6.615824000E0,1.423612213E1,4.381130219E1,-1.558880234E1
6.645641000E0,1.145791626E1,4.400018311E1,-1.696702957E1
6.675457000E0,9.977333069E0,4.403353119E1,-1.767872238E1
