"Time (s)","Distance (cm)"
3.060083342E-3,5.000000000E0
3.643814333E0,0.000000000E0
1.761887592E1,5.000000000E0
1.784224446E1,0.000000000E0
2.276566817E1,5.000000000E0
2.282914971E1,0.000000000E0
2.319542853E2,5.000000000E0
2.320006792E2,0.000000000E0
4.308030755E2,5.000000000E0
4.310996871E2,0.000000000E0
4.862013233E2,5.000000000E0
4.862432516E2,0.000000000E0
5.012645098E2,5.000000000E0
