"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
4.715327910E2,5.233488026E1,4.863915019E0,4.748795211E0,NaN,NaN,3.500000000E1,1.668955803E1
4.727987690E2,5.233489561E1,4.863910555E0,4.745621383E0,NaN,NaN,3.500000000E1,1.602873230E1
4.788078849E2,5.233484071E1,4.863926499E0,4.742334247E0,NaN,NaN,3.933333333E1,1.935301018E1
4.792178100E2,5.233486094E1,4.863921449E0,4.744639695E0,NaN,NaN,3.500000000E1,1.665214539E1
4.806799849E2,5.233486658E1,4.863920078E0,4.746160567E0,NaN,NaN,3.500000000E1,1.620626068E1
4.866874380E2,5.233482919E1,4.863931517E0,4.747719526E0,NaN,NaN,3.933333333E1,1.940222931E1
4.870851229E2,5.233488034E1,4.863915934E0,4.749485135E0,NaN,NaN,3.500000000E1,1.666828156E1
4.884366670E2,5.233490026E1,4.863909868E0,4.752573311E0,NaN,NaN,3.500000000E1,1.610418320E1
4.944470249E2,5.233483673E1,4.863929293E0,4.755785882E0,NaN,NaN,3.933333333E1,1.937501335E1
4.948520039E2,5.233487481E1,4.863917653E0,4.753651202E0,NaN,NaN,3.500000000E1,1.665983963E1
4.960921640E2,5.233488862E1,4.863913431E0,4.752306342E0,NaN,NaN,3.500000000E1,1.598648930E1
5.021023810E2,5.233483172E1,4.863930817E0,4.750919640E0,NaN,NaN,3.933333333E1,1.934170914E1
5.026591830E2,5.233487028E1,4.863919274E0,4.724122822E0,NaN,NaN,3.500000000E1,1.677960777E1
5.043055670E2,5.233486680E1,4.863920344E0,4.724120259E0,NaN,NaN,3.500000000E1,1.644968414E1
