"Time (s)","X (hPa)"
2.982315232E2,1.015459976E3
2.992983793E2,1.015459213E3
3.003652872E2,1.015459213E3
3.014322042E2,1.015461502E3
3.024991282E2,1.015461502E3
3.035660652E2,1.015460358E3
3.046330523E2,1.015458908E3
3.056999553E2,1.015456772E3
3.067668662E2,1.015456619E3
3.078337783E2,1.015454788E3
3.089006683E2,1.015453720E3
3.099676032E2,1.015454025E3
3.110345482E2,1.015453720E3
3.121013473E2,1.015454025E3
3.131681963E2,1.015454559E3
3.142351033E2,1.015456619E3
3.153019672E2,1.015459137E3
3.163688762E2,1.015460358E3
3.174357733E2,1.015460358E3
3.185027072E2,1.015459747E3
3.195695793E2,1.015458527E3
3.206364702E2,1.015456772E3
3.217033453E2,1.015456772E3
3.227702822E2,1.015456848E3
3.238372053E2,1.015457230E3
3.249041112E2,1.015459747E3
3.259709782E2,1.015461273E3
3.270378783E2,1.015461655E3
3.281047742E2,1.015461655E3
3.291717392E2,1.015459976E3
3.302386833E2,1.015455627E3
3.313056482E2,1.015451813E3
3.323726693E2,1.015445709E3
3.334396822E2,1.015442123E3
3.345067063E2,1.015436401E3
3.355736613E2,1.015436401E3
3.366405013E2,1.015437317E3
3.377074602E2,1.015439301E3
3.387744062E2,1.015440903E3
3.398413483E2,1.015445862E3
3.409083172E2,1.015451813E3
3.419752662E2,1.015453949E3
3.430422523E2,1.015456238E3
3.441091993E2,1.015459213E3
3.451761762E2,1.015461655E3
3.462431102E2,1.015461655E3
3.473100773E2,1.015462265E3
3.483770352E2,1.015464172E3
3.494440173E2,1.015464172E3
3.505109232E2,1.015464401E3
3.515778012E2,1.015464401E3
3.526447383E2,1.015465469E3
3.537116862E2,1.015468826E3
3.547785963E2,1.015471115E3
3.558455263E2,1.015471725E3
3.569125042E2,1.015471802E3
3.579794943E2,1.015471802E3
3.590464343E2,1.015471420E3
3.601133762E2,1.015470047E3
3.611803002E2,1.015469666E3
3.622472112E2,1.015469513E3
3.633141832E2,1.015469513E3
3.643811523E2,1.015471420E3
3.654481802E2,1.015472641E3
3.665151913E2,1.015472641E3
3.675821483E2,1.015469437E3
3.686491103E2,1.015465851E3
