"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.511126753E2,5.233490168E1,4.863930063E0,4.751012325E0,NaN,NaN,3.500000000E1,1.683300972E1
2.571199562E2,5.233484141E1,4.863932262E0,4.736047029E0,NaN,NaN,3.933333333E1,1.957952499E1
2.575516202E2,5.233489126E1,4.863929681E0,4.727491140E0,NaN,NaN,3.500000000E1,1.679713058E1
2.635559833E2,5.233483594E1,4.863931931E0,4.719578922E0,NaN,NaN,3.933333333E1,1.956778526E1
2.641710642E2,5.233489314E1,4.863929963E0,4.731156290E0,NaN,NaN,3.500000000E1,1.695329094E1
2.701767922E2,5.233483766E1,4.863931967E0,4.741761029E0,NaN,NaN,3.933333333E1,1.961277390E1
2.707991992E2,5.233489246E1,4.863924242E0,4.751693368E0,NaN,NaN,3.500000000E1,1.698370171E1
2.768077142E2,5.233483774E1,4.863929426E0,4.760761201E0,NaN,NaN,3.933333333E1,1.962288284E1
2.772550522E2,5.233488498E1,4.863934630E0,4.762064934E0,NaN,NaN,3.500000000E1,1.683492851E1
2.832623442E2,5.233483441E1,4.863934402E0,4.763324559E0,NaN,NaN,3.933333333E1,1.958007431E1
2.837049182E2,5.233487496E1,4.863918811E0,4.763347149E0,NaN,NaN,3.500000000E1,1.680722046E1
2.851429792E2,5.233488827E1,4.863912786E0,4.763376355E0,NaN,NaN,3.500000000E1,1.626240730E1
2.911515712E2,5.233483813E1,4.863924167E0,4.763428688E0,NaN,NaN,3.933333333E1,1.941873741E1
2.915960022E2,5.233489549E1,4.863920956E0,4.762266815E0,NaN,NaN,3.500000000E1,1.672012901E1
2.976033122E2,5.233484060E1,4.863929556E0,4.761231303E0,NaN,NaN,3.933333333E1,1.954756546E1
2.982185702E2,5.233483180E1,4.863931172E0,4.760770500E0,NaN,NaN,3.933333333E1,1.694262886E1
2.996385742E2,5.233482464E1,4.863932393E0,4.760479510E0,NaN,NaN,3.933333333E1,1.631453133E1
3.056468463E2,5.233481675E1,4.863933685E0,4.760188699E0,NaN,NaN,3.933333333E1,1.943329620E1
3.060867152E2,5.233487771E1,4.863916013E0,4.762853146E0,NaN,NaN,3.500000000E1,1.672401810E1
3.075053712E2,5.233488931E1,4.863912812E0,4.755338490E0,NaN,NaN,3.500000000E1,1.620028114E1
3.135093672E2,5.233483726E1,4.863929067E0,4.747721016E0,NaN,NaN,3.933333333E1,1.939860916E1
3.185769453E2,5.233491075E1,4.863930627E0,4.756837666E0,NaN,NaN,3.500000000E1,1.984816360E1
3.245843902E2,5.233484852E1,4.863932271E0,4.762317657E0,NaN,NaN,3.933333333E1,2.043049240E1
3.306301472E2,5.233482187E1,4.863932338E0,4.765291095E0,NaN,NaN,3.933333333E1,2.060924339E1
3.312587342E2,5.233488015E1,4.863915098E0,4.763026595E0,NaN,NaN,3.500000000E1,1.750944138E1
3.329178832E2,5.233488772E1,4.863912702E0,4.761672318E0,NaN,NaN,3.500000000E1,1.682207680E1
3.389253972E2,5.233483579E1,4.863928950E0,4.760426879E0,NaN,NaN,3.933333333E1,1.957655334E1
3.395529792E2,5.233486454E1,4.863920787E0,4.745725036E0,NaN,NaN,3.500000000E1,1.696889114E1
3.411327352E2,5.233487561E1,4.863917693E0,4.736303091E0,NaN,NaN,3.500000000E1,1.648117447E1
3.471363922E2,5.233483292E1,4.863930619E0,4.727130353E0,NaN,NaN,3.933333333E1,1.947790146E1
3.478354932E2,5.233488293E1,4.863925593E0,4.721892178E0,NaN,NaN,3.500000000E1,1.697875404E1
3.538403642E2,5.233483664E1,4.863933165E0,4.728128374E0,NaN,NaN,3.933333333E1,1.961953354E1
3.544771432E2,5.233488600E1,4.863945648E0,4.739584088E0,NaN,NaN,3.500000000E1,1.699978828E1
3.561388713E2,5.233490414E1,4.863951395E0,4.746995926E0,NaN,NaN,3.500000000E1,1.657356834E1
3.621476712E2,5.233484750E1,4.863942779E0,4.754160345E0,NaN,NaN,3.933333333E1,1.950687790E1
3.627710212E2,5.233488735E1,4.863928938E0,4.752330899E0,NaN,NaN,3.500000000E1,1.692794800E1
3.687784432E2,5.233483738E1,4.863930234E0,4.750709236E0,NaN,NaN,3.933333333E1,1.960649872E1
3.694044262E2,5.233489493E1,4.863929295E0,4.745389044E0,NaN,NaN,3.500000000E1,1.698346901E1
3.754153583E2,5.233484066E1,4.863930933E0,4.740627766E0,NaN,NaN,3.933333333E1,1.962410545E1
3.758666672E2,5.233489080E1,4.863929551E0,4.739996433E0,NaN,NaN,3.500000000E1,1.683913994E1
3.774107902E2,5.233489167E1,4.863929850E0,4.739614546E0,NaN,NaN,3.500000000E1,1.638176346E1
3.834183782E2,5.233483920E1,4.863931470E0,4.739252031E0,NaN,NaN,3.933333333E1,1.945193481E1
3.841556992E2,5.233488778E1,4.863924197E0,4.743935525E0,NaN,NaN,3.500000000E1,1.699824715E1
3.901677042E2,5.233483746E1,4.863929127E0,4.748226702E0,NaN,NaN,3.933333333E1,1.962886429E1
3.908044842E2,5.233488346E1,4.863914542E0,4.748490036E0,NaN,NaN,3.500000000E1,1.700475121E1
3.923555222E2,5.233488304E1,4.863913846E0,4.755033970E0,NaN,NaN,3.500000000E1,1.647200394E1
3.983639233E2,5.233483653E1,4.863925321E0,4.761440992E0,NaN,NaN,3.933333333E1,1.947791290E1
3.989922062E2,5.233487717E1,4.863929189E0,4.768836856E0,NaN,NaN,3.500000000E1,1.691677475E1
4.004239032E2,5.233489140E1,4.863931119E0,4.773537874E0,NaN,NaN,3.500000000E1,1.631259918E1
4.064326202E2,5.233484168E1,4.863934104E0,4.778267324E0,NaN,NaN,3.933333333E1,1.943299675E1
4.068786223E2,5.233490224E1,4.863930662E0,4.772626460E0,NaN,NaN,3.500000000E1,1.672942543E1
4.128855762E2,5.233484447E1,4.863933089E0,4.767392695E0,NaN,NaN,3.933333333E1,1.955000496E1
4.134624393E2,5.233489617E1,4.863930440E0,4.757382572E0,NaN,NaN,3.500000000E1,1.691020966E1
4.194731263E2,5.233484002E1,4.863932523E0,4.748263001E0,NaN,NaN,3.933333333E1,1.960322380E1
4.199268093E2,5.233489655E1,4.863930215E0,4.752539456E0,NaN,NaN,3.500000000E1,1.682983780E1
4.259380922E2,5.233483937E1,4.863932179E0,4.756572604E0,NaN,NaN,3.933333333E1,1.958078194E1
4.265586593E2,5.233489229E1,4.863925183E0,4.765247345E0,NaN,NaN,3.500000000E1,1.696502686E1
4.325643802E2,5.233483749E1,4.863929867E0,4.773194492E0,NaN,NaN,3.933333333E1,1.961609650E1
4.386338262E2,5.233481490E1,4.863932319E0,4.778092921E0,NaN,NaN,3.933333333E1,2.039382362E1
4.390748312E2,5.233488564E1,4.863929701E0,4.749274075E0,NaN,NaN,3.500000000E1,1.724473190E1
4.450803473E2,5.233483983E1,4.863932049E0,4.724160969E0,NaN,NaN,3.933333333E1,1.969527054E1
4.457137472E2,5.233489879E1,4.863930113E0,4.732743442E0,NaN,NaN,3.500000000E1,1.703710365E1
4.517258712E2,5.233484451E1,4.863932095E0,4.740535557E0,NaN,NaN,3.933333333E1,1.963993263E1
4.521596282E2,5.233489935E1,4.863923680E0,4.734171569E0,NaN,NaN,3.500000000E1,1.683214378E1
4.581670382E2,5.233484233E1,4.863929271E0,4.728337586E0,NaN,NaN,3.933333333E1,1.957934952E1
4.586144312E2,5.233489384E1,4.863928982E0,4.724458218E0,NaN,NaN,3.500000000E1,1.681114197E1
4.646223892E2,5.233483848E1,4.863932118E0,4.720909417E0,NaN,NaN,3.933333333E1,1.957369423E1
4.652427833E2,5.233489653E1,4.863929615E0,4.726251066E0,NaN,NaN,3.500000000E1,1.696109200E1
4.712512922E2,5.233483974E1,4.863932184E0,4.731177866E0,NaN,NaN,3.933333333E1,1.961647224E1
4.718713452E2,5.233490082E1,4.863935481E0,4.730139315E0,NaN,NaN,3.500000000E1,1.698362732E1
4.778788073E2,5.233483981E1,4.863934250E0,4.729270041E0,NaN,NaN,3.933333333E1,1.962229729E1
4.783209022E2,5.233489201E1,4.863930627E0,4.720272064E0,NaN,NaN,3.500000000E1,1.682992935E1
4.843314772E2,5.233483248E1,4.863931437E0,4.711984575E0,NaN,NaN,3.933333333E1,1.958042717E1
4.849493112E2,5.233489312E1,4.863929266E0,4.722355604E0,NaN,NaN,3.500000000E1,1.696245193E1
4.909563173E2,5.233483519E1,4.863931147E0,4.731856823E0,NaN,NaN,3.933333333E1,1.961605263E1
4.915702282E2,5.233488424E1,4.863914642E0,4.705370009E0,NaN,NaN,3.500000000E1,1.697805786E1
4.933440072E2,5.233488554E1,4.863912599E0,4.693947852E0,NaN,NaN,3.500000000E1,1.666653252E1
4.993589172E2,5.233483508E1,4.863924396E0,4.683108985E0,NaN,NaN,3.933333333E1,1.953651619E1
4.999791672E2,5.233489522E1,4.863926884E0,4.676511109E0,NaN,NaN,3.500000000E1,1.694108963E1
5.059821173E2,5.233484003E1,4.863932270E0,4.670556724E0,NaN,NaN,3.933333333E1,1.960783005E1
5.067458512E2,5.233488712E1,4.863914859E0,4.663035154E0,NaN,NaN,3.500000000E1,1.710279846E1
