"Time (s)","X (hPa)"
2.611943917E2,1.015641708E3
2.622598877E2,1.015642853E3
2.633254087E2,1.015644226E3
2.643909217E2,1.015644455E3
2.654564127E2,1.015644455E3
2.665218757E2,1.015642776E3
2.675873027E2,1.015641861E3
2.686527317E2,1.015640793E3
2.697181897E2,1.015640793E3
2.707836307E2,1.015640793E3
2.718490897E2,1.015641403E3
2.729145157E2,1.015642776E3
2.739799787E2,1.015643921E3
2.750454817E2,1.015645447E3
2.761109357E2,1.015647507E3
2.771763717E2,1.015648041E3
2.782418437E2,1.015648346E3
2.793073227E2,1.015648041E3
2.803727937E2,1.015646973E3
2.814382407E2,1.015645065E3
2.825036837E2,1.015644226E3
2.835690967E2,1.015643539E3
2.846345257E2,1.015641632E3
2.856999527E2,1.015640411E3
2.867654007E2,1.015640259E3
2.878308687E2,1.015639725E3
2.888963147E2,1.015639725E3
2.899617747E2,1.015639725E3
2.910271997E2,1.015640411E3
2.920926517E2,1.015641403E3
2.931580787E2,1.015641937E3
2.942235237E2,1.015642242E3
2.952889407E2,1.015642319E3
2.963543777E2,1.015642319E3
2.974197857E2,1.015641251E3
2.984852197E2,1.015640869E3
2.995506917E2,1.015640259E3
3.006161987E2,1.015640030E3
3.016817087E2,1.015639420E3
3.027472227E2,1.015639420E3
3.038126187E2,1.015639420E3
3.048780137E2,1.015639572E3
3.059434387E2,1.015638885E3
3.070088617E2,1.015638351E3
3.080742607E2,1.015636215E3
3.091397097E2,1.015635605E3
3.102051877E2,1.015633011E3
3.112706417E2,1.015629196E3
3.123360887E2,1.015628433E3
3.134015507E2,1.015624237E3
3.144670127E2,1.015623779E3
3.155324387E2,1.015623779E3
3.165978687E2,1.015625229E3
3.176633347E2,1.015627136E3
3.187288097E2,1.015629730E3
3.197943007E2,1.015633621E3
3.208597477E2,1.015637512E3
3.219251797E2,1.015640564E3
3.229906037E2,1.015643387E3
3.240560377E2,1.015644455E3
3.251214997E2,1.015644455E3
3.261869557E2,1.015644226E3
3.272524287E2,1.015643997E3
3.283178697E2,1.015643387E3
3.293833157E2,1.015643387E3
3.304487827E2,1.015643997E3
3.315142617E2,1.015644684E3
3.325797147E2,1.015646515E3
3.336451617E2,1.015648346E3
3.347105777E2,1.015648575E3
3.357760027E2,1.015649261E3
3.368413797E2,1.015649261E3
3.379067927E2,1.015648193E3
3.389721847E2,1.015647507E3
3.400375967E2,1.015646362E3
3.411030137E2,1.015646362E3
3.421684717E2,1.015646896E3
3.432339297E2,1.015647964E3
3.442993347E2,1.015650711E3
3.453647557E2,1.015650711E3
3.464301517E2,1.015649872E3
3.474955167E2,1.015647125E3
3.485608747E2,1.015643768E3
3.496262387E2,1.015639114E3
3.506916757E2,1.015638351E3
3.517570777E2,1.015638351E3
3.528224527E2,1.015641632E3
3.538878587E2,1.015645905E3
3.549532377E2,1.015649490E3
3.560186157E2,1.015653076E3
3.570840077E2,1.015656891E3
3.581493677E2,1.015659409E3
3.592147337E2,1.015659409E3
3.602801047E2,1.015659409E3
3.613455337E2,1.015659256E3
3.624109377E2,1.015658569E3
3.634762897E2,1.015657654E3
3.645416477E2,1.015657654E3
3.656070457E2,1.015657425E3
3.666724447E2,1.015655594E3
3.677378867E2,1.015654297E3
3.688032837E2,1.015654144E3
3.698686927E2,1.015652847E3
3.709341207E2,1.015652847E3
3.719995577E2,1.015653305E3
3.730650357E2,1.015653305E3
3.741305217E2,1.015652390E3
3.751960007E2,1.015652161E3
3.762614857E2,1.015650558E3
3.773269427E2,1.015649033E3
3.783923917E2,1.015648880E3
3.794578267E2,1.015647583E3
3.805232747E2,1.015645218E3
3.815887747E2,1.015643158E3
3.826542207E2,1.015643158E3
3.837196657E2,1.015644150E3
3.847850517E2,1.015647583E3
3.858504937E2,1.015652466E3
3.869159557E2,1.015656815E3
3.879814257E2,1.015661850E3
3.890468227E2,1.015662155E3
3.901122357E2,1.015662689E3
3.911776847E2,1.015662766E3
3.922431077E2,1.015663605E3
3.933085327E2,1.015663757E3
3.943739567E2,1.015666046E3
3.954394197E2,1.015666046E3
3.965048927E2,1.015664368E3
3.975703847E2,1.015661087E3
3.986358447E2,1.015658112E3
3.997013237E2,1.015653915E3
4.007667777E2,1.015652237E3
