"Time (s)","X (hPa)"
2.823802556E2,1.015233231E3
2.834558276E2,1.015234680E3
2.845313796E2,1.015235214E3
2.856069746E2,1.015234680E3
2.866825406E2,1.015234680E3
2.877581046E2,1.015233002E3
2.888336526E2,1.015230560E3
2.899092386E2,1.015230103E3
2.909848316E2,1.015230103E3
2.920604396E2,1.015231400E3
2.931360426E2,1.015233307E3
2.942116156E2,1.015234070E3
2.952871876E2,1.015236053E3
2.963627726E2,1.015236053E3
2.974383936E2,1.015236816E3
2.985139966E2,1.015237427E3
2.995895766E2,1.015238800E3
3.006651846E2,1.015238800E3
3.017407696E2,1.015237656E3
3.028163846E2,1.015237045E3
3.038919846E2,1.015234375E3
3.049675646E2,1.015233307E3
3.060430976E2,1.015230103E3
3.071186686E2,1.015228271E3
3.081942386E2,1.015226593E3
3.092698026E2,1.015225906E3
3.103453366E2,1.015225449E3
3.114209066E2,1.015225449E3
3.124964836E2,1.015226288E3
3.135720376E2,1.015230103E3
3.146475796E2,1.015232010E3
3.157231576E2,1.015234299E3
3.167987506E2,1.015235367E3
3.178743376E2,1.015235519E3
3.189498756E2,1.015235519E3
3.200254356E2,1.015234680E3
3.211009916E2,1.015231400E3
3.221765956E2,1.015230255E3
3.232521756E2,1.015228882E3
3.243277826E2,1.015227737E3
3.254033646E2,1.015227737E3
3.264789796E2,1.015227966E3
3.275545636E2,1.015228424E3
3.286301696E2,1.015228882E3
3.297058056E2,1.015228882E3
3.307814526E2,1.015225525E3
3.318570716E2,1.015222702E3
3.329326616E2,1.015219345E3
3.340082836E2,1.015212402E3
3.350838856E2,1.015210495E3
3.361595296E2,1.015210495E3
3.372351776E2,1.015210495E3
3.383108256E2,1.015211411E3
3.393865136E2,1.015215149E3
3.404621836E2,1.015218277E3
3.415378166E2,1.015221481E3
3.426134396E2,1.015224686E3
3.436890516E2,1.015226135E3
3.447646476E2,1.015228806E3
3.458402786E2,1.015231628E3
3.469158956E2,1.015233231E3
3.479914996E2,1.015234680E3
3.490671156E2,1.015237045E3
3.501427316E2,1.015237045E3
3.512183396E2,1.015237961E3
3.522939316E2,1.015237961E3
3.533695206E2,1.015240479E3
3.544451166E2,1.015241699E3
3.555207146E2,1.015242081E3
3.565962956E2,1.015244675E3
3.576718366E2,1.015244675E3
3.587474136E2,1.015243835E3
3.598229956E2,1.015243835E3
3.608985646E2,1.015244446E3
3.619741706E2,1.015244446E3
3.630497986E2,1.015243607E3
3.641254236E2,1.015243607E3
3.652010196E2,1.015243607E3
3.662765996E2,1.015243149E3
3.673521846E2,1.015240784E3
3.684277696E2,1.015239334E3
3.695033506E2,1.015236816E3
3.705789416E2,1.015233307E3
3.716545376E2,1.015233307E3
3.727301596E2,1.015233307E3
3.738057556E2,1.015237732E3
3.748813776E2,1.015239410E3
3.759569916E2,1.015242767E3
3.770325806E2,1.015244827E3
3.781081736E2,1.015245438E3
3.791837946E2,1.015245895E3
3.802594116E2,1.015245438E3
3.813350066E2,1.015245056E3
3.824106186E2,1.015244904E3
3.834862046E2,1.015242996E3
3.845618296E2,1.015242996E3
3.856374196E2,1.015242996E3
3.867130026E2,1.015245056E3
3.877886096E2,1.015245667E3
3.888642546E2,1.015245895E3
3.899398966E2,1.015246964E3
3.910155346E2,1.015247345E3
3.920911426E2,1.015247803E3
3.931667456E2,1.015250092E3
3.942423446E2,1.015250092E3
3.953179126E2,1.015249863E3
3.963935656E2,1.015248032E3
3.974692486E2,1.015246506E3
3.985448856E2,1.015240250E3
3.996205036E2,1.015238342E3
4.006961666E2,1.015236053E3
4.017718186E2,1.015234985E3
4.028474726E2,1.015234985E3
4.039231566E2,1.015235748E3
4.049988586E2,1.015238724E3
