"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.266961434E2,1.965393066E0,-5.062462997E1,-8.770111084E0
1.267260964E2,1.190948486E0,-5.075012589E1,-8.796981812E0
1.267560494E2,1.053085327E0,-5.134760284E1,-8.121383667E0
1.267860024E2,9.702835083E-1,-5.218904877E1,-6.898818970E0
1.268159564E2,3.711700439E-2,-5.332755661E1,-4.487442017E0
1.268459098E2,-2.148925781E0,-5.388237000E1,-1.900039673E0
1.268758627E2,-2.134750366E0,-5.386669922E1,-3.038909912E0
1.269058158E2,-1.523735046E0,-5.369511414E1,-4.442497253E0
1.269357698E2,-8.410491943E-1,-5.357069016E1,-4.363319397E0
1.269657227E2,-4.686126709E-1,-5.321315384E1,-5.947425842E0
1.269956758E2,3.729171753E-1,-5.263141632E1,-7.765281677E0
1.270256287E2,1.127166748E0,-5.185063171E1,-9.377426147E0
1.270555828E2,1.350563049E0,-5.180972672E1,-1.005879974E1
1.270855358E2,9.624023438E-1,-5.167615128E1,-1.025296021E1
1.271154888E2,-1.059265137E-1,-5.188945389E1,-1.069038391E1
1.271454418E2,-5.289916992E-1,-5.226273727E1,-1.059730530E1
1.271753957E2,-5.850219727E-1,-5.290775681E1,-9.231361389E0
1.272053488E2,-1.289024353E0,-5.378042984E1,-7.108100891E0
1.272353018E2,-2.934692383E0,-5.426167679E1,-5.550651550E0
1.272652548E2,-3.883743286E0,-5.448744965E1,-4.727066040E0
1.272952088E2,-3.165992737E0,-5.470152283E1,-3.958221436E0
1.273251617E2,-1.771354675E0,-5.474700928E1,-3.670486450E0
1.273551148E2,1.038742065E-1,-5.486880875E1,-2.745590210E0
1.273850678E2,6.846313477E-1,-5.447283554E1,-3.275772095E0
1.274150218E2,9.322814941E-1,-5.427132797E1,-4.141654968E0
1.274449748E2,1.607124329E0,-5.376950073E1,-4.824539185E0
1.274749277E2,2.552803040E0,-5.361704636E1,-5.608047485E0
1.275048808E2,3.446838379E0,-5.332300949E1,-6.335655212E0
1.275348347E2,3.471275330E0,-5.313005447E1,-7.249549866E0
1.275647878E2,2.314437866E0,-5.305152512E1,-7.777603149E0
1.275947408E2,1.573867798E-1,-5.328746414E1,-7.446617126E0
1.276246938E2,-2.087684631E0,-5.335739517E1,-6.892250061E0
1.276546478E2,-3.022262573E0,-5.366381073E1,-6.165214539E0
1.276846007E2,-3.199897766E0,-5.374332428E1,-5.791404724E0
1.277145538E2,-3.120864868E0,-5.350675583E1,-6.190727234E0
1.277445068E2,-2.870246887E0,-5.304209900E1,-6.841552734E0
1.277744608E2,-2.234558105E0,-5.224487686E1,-8.213539124E0
1.278044138E2,-1.514358521E0,-5.151270294E1,-9.032432556E0
1.278343669E2,-1.009819031E0,-5.059590530E1,-9.710693359E0
1.278643199E2,-8.461837769E-1,-4.998696899E1,-1.089147186E1
1.278942739E2,-8.138961792E-1,-4.934437943E1,-1.125217438E1
1.279242269E2,-1.043632507E0,-4.917941666E1,-1.056560516E1
1.279541799E2,-1.276847839E0,-4.943882370E1,-9.237167358E0
1.279841329E2,-9.869308472E-1,-4.999127579E1,-7.597587585E0
1.280140869E2,-2.466430664E-1,-5.074079514E1,-5.900718689E0
