"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
4.412428731E2,5.233486469E1,4.863904561E0,4.234456226E0,NaN,NaN,3.800000000E1,1.680215263E1
4.426522441E2,5.233486956E1,4.863903960E0,4.235105217E0,NaN,NaN,3.800000000E1,1.623156738E1
4.486614521E2,5.233485809E1,4.863905280E0,4.220942348E0,NaN,NaN,3.800000000E1,1.941036224E1
4.490800990E2,5.233485142E1,4.863906033E0,4.225730509E0,NaN,NaN,3.800000000E1,1.669198990E1
4.505372870E2,5.233485147E1,4.863906038E0,4.228852749E0,NaN,NaN,3.800000000E1,1.622186089E1
4.565456530E2,5.233486562E1,4.863904487E0,4.228392377E0,NaN,NaN,3.800000000E1,1.940714836E1
4.569546241E2,5.233487208E1,4.863903771E0,4.231696621E0,NaN,NaN,3.800000000E1,1.668135834E1
4.588289950E2,5.233484932E1,4.863906289E0,4.234864295E0,NaN,NaN,3.800000000E1,1.661542702E1
4.648363780E2,5.233485035E1,4.863906176E0,4.239513382E0,NaN,NaN,3.800000000E1,1.951795387E1
4.654096600E2,5.233485389E1,4.863905782E0,4.243389294E0,NaN,NaN,3.800000000E1,1.688978577E1
4.670678490E2,5.233486171E1,4.863904916E0,4.245919392E0,NaN,NaN,3.800000000E1,1.651569939E1
4.730753120E2,5.233487954E1,4.863902928E0,4.245478123E0,NaN,NaN,3.800000000E1,1.948976517E1
4.735599180E2,5.233486159E1,4.863904918E0,4.245607734E0,NaN,NaN,3.800000000E1,1.679546738E1
4.753491651E2,5.233485276E1,4.863905898E0,4.245684355E0,NaN,NaN,3.800000000E1,1.659183502E1
4.813565190E2,5.233486519E1,4.863904523E0,4.247046337E0,NaN,NaN,3.800000000E1,1.951125908E1
4.817706140E2,5.233487011E1,4.863903982E0,4.246244848E0,NaN,NaN,3.800000000E1,1.674368095E1
4.831363571E2,5.233487715E1,4.863903198E0,4.245733395E0,NaN,NaN,3.800000000E1,1.615787697E1
4.891456901E2,5.233485918E1,4.863905183E0,4.241894230E0,NaN,NaN,3.800000000E1,1.938960838E1
4.896428090E2,5.233485292E1,4.863905879E0,4.244314343E0,NaN,NaN,3.800000000E1,1.675190163E1
4.912897820E2,5.233485392E1,4.863905771E0,4.245913893E0,NaN,NaN,3.800000000E1,1.643641853E1
4.972990531E2,5.233487005E1,4.863903990E0,4.240065828E0,NaN,NaN,3.800000000E1,1.946832466E1
4.977820331E2,5.233487789E1,4.863903123E0,4.240316436E0,NaN,NaN,3.800000000E1,1.678227234E1
4.991972350E2,5.233485529E1,4.863905623E0,4.240492672E0,NaN,NaN,3.800000000E1,1.622702789E1
5.052055490E2,5.233485791E1,4.863905328E0,4.225870587E0,NaN,NaN,3.800000000E1,1.940857887E1
5.057287400E2,5.233486164E1,4.863904918E0,4.218163744E0,NaN,NaN,3.800000000E1,1.678579712E1
