"Time (s)","X (hPa)"
4.083695052E2,1.015614700E3
4.094287572E2,1.015614700E3
4.104880432E2,1.015615387E3
4.115473142E2,1.015615768E3
4.126066082E2,1.015616989E3
4.136659383E2,1.015616989E3
4.147252292E2,1.015618896E3
4.157845993E2,1.015618896E3
4.168439252E2,1.015615921E3
4.179032793E2,1.015613937E3
4.189625123E2,1.015610504E3
4.200217662E2,1.015604858E3
4.210810082E2,1.015604172E3
4.221402153E2,1.015603790E3
4.231994723E2,1.015604172E3
4.242588162E2,1.015607605E3
4.253180863E2,1.015611572E3
4.263773032E2,1.015615082E3
4.274365303E2,1.015616455E3
4.284957902E2,1.015618362E3
4.295550223E2,1.015618896E3
4.306142622E2,1.015618744E3
4.316734522E2,1.015619583E3
4.327326773E2,1.015618744E3
4.337918802E2,1.015617676E3
4.348510593E2,1.015616989E3
4.359102663E2,1.015615997E3
4.369695112E2,1.015615540E3
4.380286972E2,1.015615540E3
4.390879223E2,1.015617523E3
4.401471312E2,1.015620346E3
4.412063162E2,1.015620804E3
4.422655672E2,1.015624008E3
4.433247842E2,1.015624619E3
4.443840192E2,1.015624619E3
4.454432983E2,1.015624161E3
4.465025373E2,1.015623779E3
4.475617673E2,1.015621719E3
4.486210233E2,1.015619812E3
4.496803233E2,1.015618668E3
4.507396173E2,1.015618134E3
4.517989403E2,1.015617676E3
4.528582712E2,1.015616989E3
4.539176332E2,1.015616684E3
4.549769332E2,1.015615311E3
4.560362302E2,1.015615311E3
4.570955152E2,1.015614090E3
4.581548222E2,1.015611801E3
4.592141372E2,1.015607376E3
4.602734392E2,1.015602951E3
4.613327302E2,1.015597916E3
4.623920282E2,1.015592422E3
4.634512872E2,1.015592422E3
4.645105462E2,1.015594482E3
4.655697932E2,1.015598068E3
4.666290522E2,1.015600052E3
4.676883183E2,1.015600433E3
4.687475713E2,1.015601883E3
4.698067623E2,1.015601883E3
4.708659533E2,1.015602112E3
4.719251772E2,1.015602722E3
4.729843943E2,1.015605240E3
4.740436683E2,1.015605469E3
4.751028823E2,1.015605469E3
4.761621512E2,1.015605469E3
4.772214422E2,1.015605469E3
4.782807143E2,1.015605698E3
4.793400113E2,1.015605850E3
4.803993273E2,1.015607529E3
4.814586202E2,1.015607529E3
4.825178962E2,1.015606766E3
4.835771732E2,1.015606461E3
4.846364802E2,1.015606766E3
4.856957953E2,1.015606766E3
4.867551702E2,1.015607147E3
4.878145142E2,1.015608368E3
4.888738183E2,1.015609894E3
4.899330903E2,1.015611801E3
4.909923812E2,1.015612183E3
4.920516633E2,1.015615997E3
4.931109223E2,1.015617523E3
4.941701973E2,1.015620804E3
4.952294763E2,1.015621948E3
4.962887862E2,1.015623093E3
4.973480852E2,1.015623322E3
4.984073552E2,1.015623322E3
4.994666312E2,1.015611954E3
5.005259393E2,1.015600204E3
5.015851763E2,1.015588226E3
5.026444723E2,1.015576477E3
5.037037683E2,1.015565109E3
5.047630423E2,1.015565109E3
5.058223692E2,1.015566483E3
5.068816352E2,1.015569458E3
5.079409252E2,1.015573425E3
5.090002123E2,1.015578461E3
5.100595133E2,1.015581284E3
5.111187792E2,1.015584564E3
5.121780532E2,1.015587845E3
