"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.951709417E0,-5.070281029E-2,-2.074279070E0,2.479997396E0
1.966740417E0,1.459528208E-1,-2.561845541E0,2.203624487E0
1.981771708E0,1.779317856E-1,-2.433759451E0,2.057419300E0
1.996802708E0,2.429731041E-1,-2.412141085E0,2.000338316E0
2.011834708E0,7.549572587E-1,-2.146321297E0,1.930372715E0
2.026865708E0,1.647616506E0,-1.622685671E0,1.817544341E0
2.041896708E0,2.581489801E0,-1.012074351E0,1.679010749E0
2.056927708E0,3.177839518E0,-6.257693768E-1,1.681117892E0
2.071958708E0,3.440253019E0,-8.280090988E-2,1.908019304E0
2.086989708E0,3.523160219E0,3.723054528E-1,2.349248648E0
2.102020708E0,3.385124683E0,7.729998827E-1,3.066013098E0
2.117052708E0,3.273319483E0,8.086603880E-1,3.637273073E0
2.132083708E0,3.555813313E0,8.726924658E-2,3.710716009E0
2.147114708E0,3.883147001E0,-4.629447758E-1,3.618193388E0
2.162145708E0,1.962909222E0,2.587638617E0,3.780782461E0
2.177176708E0,8.308286071E-1,2.902358770E0,2.811887980E0
2.192207708E0,6.676266193E-1,-3.838507533E-1,9.192957282E-1
2.207239708E0,-3.453167379E-1,-4.059653282E0,-1.209210396E0
2.222270708E0,-2.012400389E0,-4.898810387E0,-2.328230381E0
2.237301708E0,-2.728933334E0,-4.008481979E0,-2.454931736E0
2.252332708E0,-2.657970667E0,-3.214044809E0,-2.177685022E0
2.267363708E0,-2.356391430E0,-2.361255884E0,-1.607032061E0
2.282394708E0,-1.812316298E0,-1.242825508E0,-8.766103387E-1
2.297426708E0,-8.651123047E-1,1.039363384E0,-2.882258892E-1
2.312457708E0,6.186703965E-2,2.919240475E0,-8.148846030E-2
2.327488708E0,4.077532589E-1,3.774348974E0,4.365467653E-2
2.342519708E0,3.662159145E-1,4.014938831E0,-3.276845813E-2
2.357550708E0,1.896888763E-1,3.990626097E0,-3.419144750E-1
2.372581708E0,1.233850792E-1,3.627805710E0,-6.970300078E-1
2.387612708E0,1.638231725E-1,3.015514374E0,-9.186138511E-1
2.402644708E0,2.506220043E-1,2.244595528E0,-9.795829654E-1
2.417675708E0,3.340278566E-1,1.340932250E0,-9.123100638E-1
2.432706708E0,1.687539518E-1,8.846783638E-1,-8.629078865E-1
2.447737708E0,-1.101756617E-1,1.413065910E0,-7.673391104E-1
2.462768708E0,-2.783510685E-1,9.060031772E-1,-6.734887958E-1
2.477799708E0,-1.418653578E-1,-2.072920352E-1,-7.297754288E-1
2.492831708E0,-1.725969166E-1,-5.161364079E-1,-8.546270728E-1
2.507862708E0,-1.983794868E-1,-6.703227758E-1,-8.620154262E-1
2.522893708E0,-1.043957397E-1,-7.133056521E-1,-7.062133551E-1
2.537924708E0,-1.872420497E-2,-2.516799271E-1,-5.335690975E-1
2.552955708E0,8.720345795E-2,3.629127443E-1,-3.261694312E-1
2.567986708E0,1.551874578E-1,7.516168952E-1,-1.229794398E-1
2.583018708E0,1.885017306E-1,8.096804619E-1,-3.302104771E-2
2.598049708E0,1.603866220E-1,7.001129389E-1,-5.039173737E-2
2.613080708E0,4.214866087E-2,5.795044899E-1,-1.140652522E-1
2.628111708E0,-1.082302704E-1,4.099344909E-1,-1.640556604E-1
2.643142708E0,-2.233632654E-1,2.893223166E-1,-1.699558794E-1
2.658173708E0,-2.492664605E-1,2.520516515E-1,-1.505983472E-1
2.673204708E0,-1.947780401E-1,2.690565288E-1,-1.274683923E-1
2.688236708E0,-1.097962856E-1,2.945874929E-1,-1.073491648E-1
2.703267708E0,-4.521702975E-2,2.870140076E-1,-8.466596156E-2
2.718298708E0,-1.492629014E-2,2.289239317E-1,-5.974118784E-2
2.733329708E0,-1.391699724E-2,1.579791009E-1,-3.858531639E-2
2.748360708E0,-2.230592631E-2,1.126199141E-1,-3.237330541E-2
2.763391708E0,-2.725327946E-2,8.494514227E-2,-3.155784309E-2
2.778423708E0,-1.990615018E-2,5.261707306E-2,-1.873933710E-2
2.793454708E0,7.045561448E-3,-1.969098113E-2,1.533432864E-3
2.808485708E0,5.925817415E-2,-1.188703030E-1,4.785514437E-3
2.823516708E0,1.383186430E-1,-2.001174837E-1,-5.207997747E-3
2.838547708E0,2.012022287E-1,-2.622948587E-1,1.372660277E-3
2.853578708E0,2.158923149E-1,-2.887127399E-1,2.494876459E-2
2.868610708E0,1.743504852E-1,-2.670633495E-1,4.074557871E-2
2.883641708E0,1.184251681E-1,-1.906508505E-1,6.114900112E-3
2.898672708E0,6.640587002E-2,-1.028062925E-1,-1.310062222E-2
2.913703708E0,3.166101128E-2,-4.222857952E-2,-1.121915691E-2
2.928734708E0,1.771290787E-2,-1.030055527E-2,-1.096662413E-2
2.943765708E0,1.730704121E-2,2.021074854E-2,-1.267291140E-2
2.958797708E0,2.046533674E-2,3.918319196E-2,-2.228202671E-2
2.973828042E0,2.105730586E-2,2.760927565E-2,-2.978771552E-2
2.988859042E0,2.050873823E-2,-7.937854971E-4,-1.799389534E-2
3.003890042E0,2.478550933E-2,-1.993472315E-2,8.851300925E-3
3.018921042E0,3.079543822E-2,-2.024183050E-2,1.979138702E-2
3.033952042E0,2.254135907E-2,-7.453351282E-3,1.545917243E-2
3.048983042E0,-8.979858831E-3,2.603750909E-4,3.601855133E-4
3.064015042E0,-4.878559336E-2,3.308363026E-3,-1.400570385E-2
3.079046042E0,-8.736994863E-2,3.427945077E-2,-2.200502530E-2
3.094077042E0,-1.080809906E-1,8.922412992E-2,-3.189224377E-2
3.109108042E0,-1.139268726E-1,1.243637875E-1,-3.477892280E-2
3.124139042E0,-1.159194484E-1,1.215269864E-1,-2.360696346E-2
3.139170042E0,-1.096626222E-1,9.838491678E-2,-8.754515089E-3
3.154202042E0,-9.403223544E-2,7.207931578E-2,8.469933644E-3
3.169233042E0,-7.613358647E-2,4.659755528E-2,2.080314420E-2
3.184264042E0,-5.908509344E-2,3.209397942E-2,2.250037715E-2
3.199295042E0,-4.487827420E-2,2.660158090E-2,1.606251299E-2
3.214326042E0,-3.666147590E-2,3.291382268E-2,1.173448376E-2
3.229357042E0,-4.058384895E-2,4.359856993E-2,5.450286902E-3
3.244388042E0,-5.490260199E-2,5.118644610E-2,9.146574885E-4
3.259420042E0,-6.532360613E-2,3.625690937E-2,-1.547187101E-3
3.274451042E0,-6.786881387E-2,4.485092126E-3,5.102539435E-3
3.289482042E0,-5.597777292E-2,-3.164863586E-2,1.426533237E-2
3.304513042E0,-4.074316099E-2,-5.117759854E-2,2.939341776E-2
3.319544042E0,-2.784909308E-2,-5.752769858E-2,3.769701347E-2
3.334575042E0,-2.325411886E-2,-4.895293713E-2,3.665410355E-2
3.349607042E0,-1.842406765E-2,-3.419074789E-2,3.730556369E-2
3.364638042E0,-7.150107995E-3,-2.425635606E-2,4.158712551E-2
3.379669042E0,3.537619486E-3,-2.800807543E-2,3.680894524E-2
3.394700042E0,4.528049380E-3,-3.145021200E-2,3.691946715E-2
3.409731042E0,-6.880755536E-3,-2.470569313E-2,3.724469990E-2
3.424762042E0,-2.850988507E-2,-1.221147459E-2,3.470510617E-2
3.439793042E0,-5.286392570E-2,6.724498817E-4,3.533646837E-2
