"Time (s)","X (hPa)"
3.361087250E2,1.015413666E3
3.371740730E2,1.015415421E3
3.382394030E2,1.015417633E3
3.393047850E2,1.015422134E3
3.403701290E2,1.015426941E3
3.414354610E2,1.015430374E3
3.425007760E2,1.015433273E3
3.435661420E2,1.015433273E3
3.446314520E2,1.015434341E3
3.456968290E2,1.015434036E3
3.467621870E2,1.015434036E3
3.478275320E2,1.015434036E3
3.488927910E2,1.015434113E3
3.499581090E2,1.015435410E3
3.510233620E2,1.015436020E3
3.520886440E2,1.015437088E3
3.531539210E2,1.015439606E3
3.542192340E2,1.015440826E3
3.552845680E2,1.015441742E3
3.563499140E2,1.015441742E3
3.574152680E2,1.015440826E3
3.584806060E2,1.015440216E3
3.595459300E2,1.015438690E3
3.606112210E2,1.015438690E3
3.616765620E2,1.015440369E3
3.627419620E2,1.015441132E3
3.638072840E2,1.015442123E3
3.648726400E2,1.015442276E3
3.659379930E2,1.015442276E3
3.670033520E2,1.015439529E3
3.680688030E2,1.015437622E3
3.691342180E2,1.015436783E3
3.701996140E2,1.015433502E3
3.712649090E2,1.015433197E3
3.723302840E2,1.015433502E3
3.733955870E2,1.015433884E3
3.744609110E2,1.015437088E3
3.755262140E2,1.015440826E3
3.765915090E2,1.015443802E3
3.776567580E2,1.015447540E3
3.787220080E2,1.015448151E3
3.797872840E2,1.015448151E3
3.808525870E2,1.015448151E3
3.819178750E2,1.015447845E3
3.829831210E2,1.015448380E3
3.840483490E2,1.015449677E3
3.851135900E2,1.015450516E3
3.861788710E2,1.015451736E3
3.872441640E2,1.015451736E3
3.883094670E2,1.015451584E3
3.893747970E2,1.015450287E3
3.904400800E2,1.015450058E3
3.915054300E2,1.015449677E3
3.925707560E2,1.015447845E3
3.936360290E2,1.015447540E3
3.947013290E2,1.015447311E3
3.957666160E2,1.015445404E3
3.968318960E2,1.015445404E3
3.978971960E2,1.015445709E3
3.989624940E2,1.015445709E3
4.000278100E2,1.015445099E3
4.010931580E2,1.015442734E3
4.021584600E2,1.015441513E3
