"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
3.480625650E2,5.233494764E1,4.863895428E0,3.580667377E0,NaN,NaN,3.800000000E1,1.979341888E1
3.540743129E2,5.233494759E1,4.863895408E0,3.608219475E0,NaN,NaN,3.800000000E1,2.041713905E1
3.546462300E2,5.233494764E1,4.863895387E0,3.634488463E0,NaN,NaN,3.800000000E1,1.736475945E1
3.563250129E2,5.233494766E1,4.863895375E0,3.650778085E0,NaN,NaN,3.800000000E1,1.676890373E1
3.623344979E2,5.233494761E1,4.863895400E0,3.649294198E0,NaN,NaN,3.800000000E1,1.956255531E1
3.627258190E2,5.233495131E1,4.863905981E0,3.629556090E0,NaN,NaN,3.800000000E1,1.675141716E1
3.644241040E2,5.233495368E1,4.863912772E0,3.616403431E0,NaN,NaN,3.800000000E1,1.648490906E1
3.704321810E2,5.233494858E1,4.863898283E0,3.603584856E0,NaN,NaN,3.800000000E1,1.948138618E1
3.764420129E2,5.233494680E1,4.863893196E0,3.598722875E0,NaN,NaN,3.800000000E1,2.032894707E1
3.769488699E2,5.233495334E1,4.863909496E0,3.593892694E0,NaN,NaN,3.800000000E1,1.726513863E1
3.829563750E2,5.233494889E1,4.863898283E0,3.597236574E0,NaN,NaN,3.800000000E1,1.970210075E1
3.834462659E2,5.233494811E1,4.863896517E0,3.590454042E0,NaN,NaN,3.800000000E1,1.691576576E1
3.851304810E2,5.233494742E1,4.863894862E0,3.586024225E0,NaN,NaN,3.800000000E1,1.655299187E1
3.911407310E2,5.233494654E1,4.863892680E0,3.555712283E0,NaN,NaN,3.800000000E1,1.950184631E1
3.919449869E2,5.233495139E1,4.863903351E0,3.561790645E0,NaN,NaN,3.800000000E1,1.708209610E1
3.946110289E2,5.233495441E1,4.863909902E0,3.566093504E0,NaN,NaN,3.800000000E1,1.747775078E1
4.006218040E2,5.233495064E1,4.863899991E0,3.567747772E0,NaN,NaN,3.800000000E1,1.976405144E1
4.012179710E2,5.233494901E1,4.863897456E0,3.550267339E0,NaN,NaN,3.800000000E1,1.704156113E1
4.028944969E2,5.233494801E1,4.863895737E0,3.539022386E0,NaN,NaN,3.800000000E1,1.660797310E1
4.089004550E2,5.233495116E1,4.863905778E0,3.545256615E0,NaN,NaN,3.800000000E1,1.951506615E1
4.094426249E2,5.233495581E1,4.863916585E0,3.539912224E0,NaN,NaN,3.800000000E1,1.686065483E1
4.154510540E2,5.233495684E1,4.863918676E0,3.494684994E0,NaN,NaN,3.800000000E1,1.958797455E1
4.157465659E2,5.233495675E1,4.863918103E0,3.475874662E0,NaN,NaN,3.800000000E1,1.667835426E1
4.217562040E2,5.233495123E1,4.863904493E0,3.433920741E0,NaN,NaN,3.800000000E1,1.953699875E1
4.222160690E2,5.233494930E1,4.863899772E0,3.427970409E0,NaN,NaN,3.800000000E1,1.679911423E1
4.238940109E2,5.233494812E1,4.863896876E0,3.424035192E0,NaN,NaN,3.800000000E1,1.648931694E1
4.304810469E2,5.233494700E1,4.863894080E0,3.450954556E0,NaN,NaN,3.800000000E1,1.979077339E1
4.308763599E2,5.233494724E1,4.863894638E0,3.463167310E0,NaN,NaN,3.800000000E1,1.688058281E1
4.325938460E2,5.233494721E1,4.863894571E0,3.471205890E0,NaN,NaN,3.800000000E1,1.656671715E1
4.386042360E2,5.233487954E1,4.863933858E0,3.877527833E0,NaN,NaN,3.500000000E1,1.950580788E1
4.475662270E2,5.233491482E1,4.863913334E0,4.152583122E0,NaN,NaN,3.800000000E1,2.152015686E1
4.480803840E2,5.233493155E1,4.863904143E0,4.249890909E0,NaN,NaN,3.800000000E1,1.788240623E1
4.496926479E2,5.233494081E1,4.863898983E0,4.306338370E0,NaN,NaN,3.800000000E1,1.696287346E1
4.557065840E2,5.233494814E1,4.863894964E0,4.362470776E0,NaN,NaN,3.800000000E1,1.961987686E1
4.561376079E2,5.233494818E1,4.863895027E0,4.383530289E0,NaN,NaN,3.800000000E1,1.681870842E1
4.577923870E2,5.233494868E1,4.863894805E0,4.397390246E0,NaN,NaN,3.800000000E1,1.647713852E1
4.638062500E2,5.233494826E1,4.863895056E0,4.394152761E0,NaN,NaN,3.800000000E1,1.948236847E1
4.643445330E2,5.233494782E1,4.863895280E0,4.402659386E0,NaN,NaN,3.800000000E1,1.683946609E1
4.660067619E2,5.233494763E1,4.863895393E0,4.427564859E0,NaN,NaN,3.800000000E1,1.649450874E1
4.720152760E2,5.233494752E1,4.863895452E0,4.095417053E0,NaN,NaN,3.800000000E1,1.948434448E1
4.726118360E2,5.233494754E1,4.863895436E0,3.951073721E0,NaN,NaN,3.800000000E1,1.689225578E1
4.742911270E2,5.233494755E1,4.863895429E0,3.856600583E0,NaN,NaN,3.800000000E1,1.653674889E1
