"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.687942649E2,5.233486547E1,4.863920670E0,4.776653171E0,NaN,NaN,3.500000000E1,1.677609253E1
2.700921420E2,5.233487371E1,4.863918235E0,4.775761604E0,NaN,NaN,3.500000000E1,1.610687256E1
2.760983280E2,5.233483516E1,4.863929844E0,4.774858773E0,NaN,NaN,3.933333333E1,1.937343216E1
2.764983900E2,5.233488648E1,4.863914112E0,4.774966896E0,NaN,NaN,3.500000000E1,1.665443993E1
2.778175030E2,5.233488849E1,4.863913469E0,4.775061309E0,NaN,NaN,3.500000000E1,1.606414223E1
2.838266380E2,5.233483388E1,4.863930139E0,4.775170326E0,NaN,NaN,3.933333333E1,1.936301994E1
2.842281229E2,5.233487852E1,4.863916509E0,4.774336815E0,NaN,NaN,3.500000000E1,1.664995003E1
2.855413990E2,5.233489517E1,4.863911427E0,4.773811400E0,NaN,NaN,3.500000000E1,1.605585289E1
2.915492879E2,5.233483398E1,4.863930124E0,4.773296952E0,NaN,NaN,3.933333333E1,1.935997772E1
2.919481599E2,5.233487322E1,4.863918137E0,4.775726616E0,NaN,NaN,3.500000000E1,1.664585114E1
2.932661079E2,5.233488442E1,4.863914716E0,4.777306378E0,NaN,NaN,3.500000000E1,1.605842972E1
2.992747940E2,5.233483139E1,4.863930919E0,4.778967679E0,NaN,NaN,3.933333333E1,1.936115456E1
2.996741040E2,5.233487933E1,4.863916269E0,4.776961446E0,NaN,NaN,3.500000000E1,1.664690971E1
3.009908980E2,5.233489734E1,4.863910765E0,4.775690496E0,NaN,NaN,3.500000000E1,1.605781746E1
3.069947360E2,5.233483470E1,4.863929906E0,4.774391532E0,NaN,NaN,3.933333333E1,1.935825348E1
3.073939130E2,5.233487355E1,4.863918035E0,4.775346220E0,NaN,NaN,3.500000000E1,1.664517021E1
3.089934100E2,5.233488622E1,4.863914164E0,4.775998056E0,NaN,NaN,3.500000000E1,1.633723831E1
3.150023949E2,5.233490736E1,4.863907706E0,4.770601690E0,NaN,NaN,3.500000000E1,1.944011307E1
3.154007900E2,5.233491098E1,4.863906597E0,4.768502533E0,NaN,NaN,3.500000000E1,1.668998718E1
3.167850820E2,5.233491590E1,4.863905094E0,4.767139316E0,NaN,NaN,3.500000000E1,1.614838791E1
3.227934420E2,5.233489791E1,4.863910624E0,4.768204331E0,NaN,NaN,3.500000000E1,1.938638115E1
3.271848040E2,5.233489479E1,4.863911553E0,4.779332936E0,NaN,NaN,3.500000000E1,1.948661995E1
3.286436020E2,5.233489529E1,4.863911392E0,4.784591973E0,NaN,NaN,3.500000000E1,1.760938072E1
3.346486909E2,5.233490560E1,4.863908238E0,4.787261188E0,NaN,NaN,3.500000000E1,1.979840851E1
3.351242520E2,5.233490831E1,4.863907412E0,4.785593271E0,NaN,NaN,3.500000000E1,1.695533180E1
3.367386720E2,5.233491252E1,4.863906125E0,4.784519851E0,NaN,NaN,3.500000000E1,1.650712395E1
3.430737540E2,5.233494600E1,4.863895899E0,4.782358944E0,NaN,NaN,3.500000000E1,1.966390991E1
