"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.261738458E0,7.544312160E-3,-6.208915114E-1,1.721400768E-1
2.291573458E0,4.671841860E-2,-5.997330546E-1,1.650501788E-1
2.321407458E0,7.165933400E-2,-5.651225448E-1,1.500593722E-1
2.351241458E0,8.492304385E-2,-4.750081897E-1,9.821441770E-2
2.381076458E0,1.188109443E-1,-5.484811068E-1,1.286226511E-1
2.410910458E0,1.677101944E-3,-2.973989546E-1,6.397419423E-2
2.440745458E0,6.464498490E-2,-4.035407901E-1,4.210212082E-2
2.470579458E0,1.300303265E-2,-2.353448570E-1,9.331239760E-2
2.500413458E0,1.760274172E-2,-8.841034025E-2,1.196734905E-1
2.530248458E0,9.748767130E-3,-4.954203963E-2,1.172567606E-1
2.560082458E0,-3.904377110E-3,-5.993684381E-2,1.005016863E-1
2.589917458E0,3.284063423E-3,-4.695088416E-2,1.206432730E-1
2.619751458E0,-8.932908624E-2,1.357821226E-1,2.989926636E-1
2.649585458E0,-1.594211906E-2,-9.579645097E-2,2.205984741E-1
2.679420458E0,-8.270093799E-2,-6.262826920E-2,2.042953372E-1
2.709254458E0,-1.290702522E-1,1.055375859E-1,1.637561768E-1
2.739089458E0,-8.816701174E-2,6.309604645E-2,7.272702456E-2
2.768923458E0,-3.008454666E-2,2.061271481E-2,2.528533153E-2
2.798758458E0,-4.182340950E-2,1.212791800E-1,1.237495095E-1
2.828592458E0,-1.124473363E-1,2.086951286E-1,1.131555885E-1
2.858426458E0,-8.448506147E-2,1.203194819E-2,7.359923422E-2
2.888261583E0,1.286507305E-2,-4.758150876E-2,-3.847659379E-2
2.918095583E0,2.827537805E-2,-9.503841400E-2,-1.842002124E-1
2.947930583E0,-3.096493334E-2,-2.474635094E-2,-1.952803582E-1
2.977764583E0,3.789210925E-3,-1.147713661E-1,-1.442389488E-1
3.007598583E0,1.009094343E-2,-9.070283175E-2,-8.476932347E-2
3.037433583E0,-9.317630902E-4,-6.393121183E-2,-7.140862942E-2
3.067267583E0,-1.139808912E-3,-6.789762527E-2,-7.972325385E-2
3.097102583E0,-4.547259770E-3,-1.403206587E-1,-9.737770259E-2
3.126936583E0,3.717591986E-2,-1.198448315E-1,-7.457487285E-2
3.156770583E0,2.193330601E-2,2.320566960E-2,-6.250936538E-2
3.186605583E0,-2.901789546E-2,2.009821087E-1,-6.101709604E-2
3.216439583E0,5.481297616E-3,1.649430543E-1,-6.868153811E-2
3.246274583E0,5.003075302E-2,7.321998477E-2,-4.350242764E-2
3.276108583E0,4.564190283E-3,1.883336604E-1,3.825613856E-2
3.305943583E0,-7.207959890E-2,3.001400232E-1,1.274459660E-1
3.335777583E0,-7.456382364E-2,2.469002008E-1,3.168469071E-1
3.365612583E0,-1.674265265E-1,1.809877008E-1,6.553862095E-1
3.395446583E0,-1.590683460E-1,-6.231491268E-2,4.752264023E-1
3.425280583E0,-5.044692755E-2,-2.804024518E-1,5.428966284E-1
3.455115583E0,-6.282902509E-2,-3.714484572E-1,4.221829772E-1
3.484949583E0,5.150539055E-2,-2.673130631E-1,2.048985064E-1
3.514784583E0,1.807501316E-1,-2.230919749E-1,-8.258745819E-2
3.544618583E0,2.668118179E-1,-4.855474234E-1,-3.189050853E-1
3.574453583E0,3.206455708E-1,-5.494001508E-1,-4.319634140E-1
3.604287583E0,2.387041301E-1,-1.499210149E-1,-1.723158956E-1
3.634121583E0,2.964012139E-2,1.825542599E-1,-2.479335293E-2
3.663956583E0,-1.166824624E-2,-8.065996319E-2,-2.162896469E-2
3.693790583E0,2.255099826E-2,-2.019014210E-1,-1.667295769E-2
3.723625583E0,-5.519933999E-3,-1.885811388E-1,-2.479784191E-2
3.753459583E0,1.065669488E-2,-2.636573911E-1,-5.852479488E-2
3.783294583E0,1.638182998E-2,-2.375025451E-1,-6.916102767E-2
3.813128583E0,-1.026041247E-2,-1.687905788E-1,-2.895127982E-2
3.842962583E0,-1.725557633E-2,-5.982181057E-2,-6.651776843E-3
3.872797375E0,5.724327639E-4,1.199153066E-2,-1.882167533E-2
3.902631375E0,3.640460223E-2,3.621318564E-2,-4.399370775E-2
3.932466375E0,5.018042400E-2,7.927201688E-2,-5.392044783E-2
3.962300375E0,3.739493713E-2,8.717685938E-2,-5.828916654E-2
3.992134375E0,1.775487140E-2,1.064870059E-1,-6.186576188E-2
4.021969375E0,-2.044589724E-3,7.068303227E-2,-6.576909870E-2
4.051803375E0,-9.962979704E-3,4.535550252E-2,-5.961361155E-2
4.081638375E0,-6.892228499E-3,4.507089779E-2,-5.985413864E-2
4.111472375E0,1.297525130E-2,8.253612369E-2,-9.464465082E-2
4.141307375E0,3.117969260E-2,2.212470919E-1,-5.400864035E-2
4.171141375E0,3.172612190E-2,2.252022326E-1,-8.248579502E-2
4.200975375E0,2.019805461E-2,2.756488621E-1,-4.611662775E-2
4.230810375E0,7.967755198E-3,2.676601708E-1,-4.378529638E-2
4.260644375E0,2.825949714E-2,2.867000997E-1,-4.627591372E-2
4.290479375E0,2.540141344E-2,2.980390489E-1,-3.666174039E-2
4.320313375E0,2.698484436E-2,3.246279955E-1,-3.376867622E-2
4.350148375E0,1.534117199E-2,3.161045313E-1,-3.571924195E-2
4.379982375E0,1.157277916E-2,2.805060148E-1,-3.117004409E-2
4.409816375E0,-1.515696570E-2,2.340252846E-1,-2.280035987E-2
4.439651375E0,-2.601951733E-2,1.877013147E-1,-8.657614700E-3
4.469485375E0,-2.466680110E-2,1.467716247E-1,6.388220936E-4
4.499320375E0,-7.247364614E-3,1.328010559E-1,6.935109384E-3
4.529154375E0,1.921577193E-2,6.742079556E-2,3.226867877E-3
4.558988375E0,3.959159553E-2,4.213752225E-2,7.871314883E-4
4.588823375E0,4.197486117E-2,1.310587116E-2,-6.039615721E-3
4.618657375E0,1.398104895E-2,-3.467873437E-3,-6.500724703E-5
4.648492375E0,-6.722593214E-3,3.610381624E-3,5.107216537E-3
4.678326375E0,-9.282585233E-4,-5.784537178E-3,-1.367850695E-3
4.708160375E0,9.694047272E-3,-4.210331477E-3,-4.258967470E-3
4.737995375E0,4.219577648E-3,-1.217894536E-2,-3.082362935E-3
4.767829375E0,5.236214027E-3,-4.366624728E-2,-1.797182951E-3
4.797664375E0,1.089427620E-2,-8.729495853E-2,-1.770888921E-3
4.827498375E0,2.425768785E-2,-1.142792031E-1,2.787197009E-3
4.857333375E0,1.587516814E-2,-1.252695322E-1,4.794586450E-3
4.887167958E0,1.498728897E-2,-1.601689011E-1,1.417904813E-2
4.917001958E0,1.066747401E-2,-1.366037577E-1,1.993374713E-2
4.946836958E0,2.574623935E-2,-1.208348125E-1,6.856855005E-3
4.976670958E0,5.097472575E-3,-1.097700149E-1,6.763616577E-3
5.006505958E0,-8.727815002E-3,-7.332467288E-2,8.818763308E-3
5.036339958E0,-1.560575981E-2,-4.876209795E-2,3.717828542E-3
5.066173958E0,-2.168734185E-2,-1.397016551E-2,-9.555416182E-4
5.096008958E0,-2.678504772E-2,1.647555083E-2,8.582724258E-3
5.125842958E0,-2.613109350E-2,1.741838269E-2,9.023057297E-3
5.155677958E0,-1.654401049E-2,2.951750904E-2,6.878987886E-3
5.185511958E0,-2.384731080E-3,1.203055959E-2,5.378001370E-3
5.215345958E0,-2.312792931E-3,3.601002740E-3,3.587782383E-3
5.245180958E0,-1.259119809E-2,-1.845606789E-2,5.645257421E-3
5.275014958E0,-1.541201957E-2,-5.012344941E-2,1.076758094E-2
5.304849958E0,-1.802420989E-2,-4.983657598E-2,1.256663818E-2
5.334683958E0,1.440690830E-4,-2.104291506E-2,1.005327981E-2
5.364518958E0,-1.808072068E-2,-1.126643363E-2,8.272702806E-3
5.394352958E0,-1.135040075E-2,1.183886826E-2,5.175966769E-3
5.424186958E0,-5.556789692E-3,3.480153158E-2,6.252541207E-3
5.454021958E0,-8.996017277E-3,2.936414070E-2,7.993703708E-3
5.483855958E0,-1.340864040E-2,2.263471670E-2,8.230499923E-3
5.513690958E0,-1.457617059E-2,1.969991438E-2,5.787315778E-3
5.543524958E0,-2.375815436E-2,1.647645421E-2,8.533750661E-3
5.573358958E0,-2.729009092E-2,-3.081961535E-3,9.172940627E-3
5.603193958E0,-2.593733184E-2,-1.986047253E-2,-2.570103388E-3
5.633027958E0,-1.833100617E-2,-1.619511284E-3,-6.238741800E-3
5.662862958E0,-2.187504247E-2,2.727570571E-2,3.967815079E-3
5.692696958E0,-1.832680777E-2,5.027401447E-2,4.996417090E-3
5.722530958E0,-2.280335687E-2,4.160380736E-2,2.114173025E-3
5.752365958E0,-2.959160507E-2,3.143167123E-2,3.464240581E-3
5.782199958E0,-3.005916253E-2,3.450993076E-2,6.405577995E-3
5.812034958E0,-4.032748938E-2,2.158482559E-2,6.983762607E-3
5.841868958E0,-3.744413704E-2,8.849692531E-3,1.533632167E-3
5.871702833E0,-3.500319272E-2,2.527921461E-2,2.846632153E-3
5.901537833E0,-2.735432796E-2,1.680211909E-2,1.684091985E-4
5.931371833E0,-2.953176200E-2,-6.769149564E-3,-2.834649291E-3
5.961206833E0,-3.550066799E-2,-2.838639729E-2,1.931155100E-3
5.991040833E0,-4.004667327E-2,-2.765709721E-2,4.950060509E-3
6.020874833E0,-3.507749736E-2,-4.359730706E-2,3.737843595E-3
6.050709833E0,-3.741782531E-2,-6.011462212E-2,4.391036928E-4
6.080543833E0,-3.140716627E-2,-7.529775053E-2,1.437114552E-3
6.110378833E0,-2.212808654E-2,-6.866230071E-2,6.135605276E-3
6.140212833E0,-2.323593944E-2,-7.771384716E-2,3.839172423E-3
6.170046833E0,-1.748651639E-2,-7.126942277E-2,3.933468834E-3
6.199881833E0,-5.541961640E-3,-5.708422884E-2,3.455228172E-3
6.229715833E0,-3.334370907E-3,-6.364661455E-2,-2.179612871E-3
6.259550833E0,-1.421468519E-2,-1.599585265E-2,-3.013489768E-3
6.289384833E0,-1.037044264E-2,2.715519629E-2,-7.200204302E-3
6.319218833E0,-1.733596437E-2,6.749624014E-2,-1.693021879E-2
6.349053833E0,-2.396516502E-2,9.099112451E-2,-1.515579410E-2
6.378887833E0,-2.018231712E-2,9.628939629E-2,-1.518414728E-2
6.408722833E0,-2.311977558E-2,8.386962861E-2,-1.019849163E-2
6.438556833E0,-2.301132772E-3,6.284127384E-2,-1.836100593E-2
6.468390833E0,-1.801630296E-2,2.986301295E-2,-7.817275822E-3
6.498225833E0,-9.862120263E-3,-8.587787859E-3,4.846359603E-3
6.528059833E0,-3.599501215E-4,-5.668354034E-2,5.438178778E-4
6.557894833E0,9.006673470E-3,-9.185456485E-2,9.199904278E-3
6.587728833E0,6.633336190E-3,-8.218496293E-2,1.368678361E-2
6.617562833E0,5.448617041E-3,-6.547160447E-2,1.270437427E-2
6.647397833E0,9.282322600E-3,-3.873235732E-2,7.443761453E-3
6.677231833E0,1.130227745E-2,-8.652645163E-3,-2.132403199E-3
6.707066833E0,9.976107627E-3,-2.062404342E-2,-6.815643981E-3
6.736900833E0,1.640344597E-2,-1.773634553E-2,-1.886359975E-2
6.766734833E0,3.516119672E-3,6.058733910E-3,-5.652615800E-3
6.796569833E0,-3.543110564E-2,1.324800961E-2,1.243645325E-3
