"Time (s)","X (µT)","Y (µT)","Z (µT)"
2.705424849E2,-1.460745049E1,4.521635437E1,-1.819608688E1
2.705723209E2,-1.267851162E1,4.615035248E1,-1.574496841E1
2.706021579E2,-1.110121346E1,4.714727020E1,-1.334371185E1
2.706319939E2,-1.005338860E1,4.745712280E1,-1.202604294E1
2.706618309E2,-9.817071915E0,4.752833557E1,-1.217134094E1
2.706916669E2,-1.004490566E1,4.746459961E1,-1.250163269E1
2.707215039E2,-9.662260056E0,4.766962433E1,-1.238913727E1
2.707513399E2,-1.009336376E1,4.750384521E1,-1.253995514E1
2.707811759E2,-9.666288376E0,4.734552765E1,-1.228291702E1
2.708110129E2,-9.488443375E0,4.735698700E1,-1.149665451E1
2.708408489E2,-8.965402603E0,4.773505402E1,-1.066739655E1
2.708706859E2,-7.998412609E0,4.751566315E1,-1.051786423E1
2.709005219E2,-7.174407005E0,4.787951660E1,-9.823719025E0
2.709303589E2,-6.534798622E0,4.776615906E1,-9.600555420E0
2.709601949E2,-6.248926640E0,4.740296173E1,-9.562164307E0
2.709900319E2,-6.393561840E0,4.754220581E1,-9.642196655E0
2.710198679E2,-6.455547810E0,4.754323578E1,-1.075479126E1
2.710497039E2,-7.217242241E0,4.702655792E1,-1.169807816E1
2.710795409E2,-7.806571484E0,4.648361969E1,-1.303184891E1
2.711093769E2,-8.486271858E0,4.603839111E1,-1.494739914E1
2.711392134E2,-8.996727943E0,4.573323822E1,-1.492176056E1
2.711690494E2,-9.363624573E0,4.570613098E1,-1.606919098E1
2.711988864E2,-8.854730606E0,4.578349304E1,-1.623314285E1
2.712287224E2,-8.334572792E0,4.643401337E1,-1.566514969E1
2.712585594E2,-7.356951714E0,4.666214752E1,-1.387926865E1
2.712883954E2,-6.523651123E0,4.704328156E1,-1.304515839E1
2.713182314E2,-5.926815987E0,4.746767426E1,-1.207670975E1
2.713480684E2,-5.310042381E0,4.782743835E1,-1.094817352E1
2.713779044E2,-4.807972908E0,4.817394257E1,-9.597473145E0
2.714077414E2,-5.094551086E0,4.821765900E1,-8.599906921E0
2.714375774E2,-5.119992256E0,4.840738678E1,-7.921649933E0
2.714674144E2,-5.308390141E0,4.851488495E1,-7.562183380E0
2.714972504E2,-5.831002235E0,4.836086273E1,-8.202655792E0
2.715270874E2,-6.498909950E0,4.816545105E1,-8.771621704E0
2.715569234E2,-7.184994221E0,4.823911285E1,-9.473300934E0
2.715867604E2,-8.046704292E0,4.834993744E1,-9.085388184E0
2.716165964E2,-8.713186264E0,4.833308411E1,-9.104629517E0
2.716464324E2,-8.902420044E0,4.826062012E1,-9.175739288E0
2.716762694E2,-9.190897942E0,4.809428406E1,-9.481445312E0
2.717061054E2,-9.815579414E0,4.793653870E1,-1.117173004E1
2.717359424E2,-1.051866627E1,4.734663391E1,-1.419543839E1
2.717657784E2,-1.143323231E1,4.660239410E1,-1.625586319E1
2.717956154E2,-1.258662128E1,4.586388397E1,-1.728815842E1
2.718254514E2,-1.326326942E1,4.529535675E1,-1.889611816E1
2.718552884E2,-1.324482441E1,4.495140076E1,-1.947305298E1
2.718851244E2,-1.317193508E1,4.499855804E1,-2.014983368E1
2.719149604E2,-1.267848110E1,4.540679932E1,-2.060234451E1
2.719447974E2,-1.191209126E1,4.533110809E1,-2.050326157E1
2.719746334E2,-1.117446327E1,4.542201996E1,-2.042057037E1
2.720044704E2,-1.043590355E1,4.544644928E1,-2.045302200E1
2.720343064E2,-9.967429161E0,4.571890259E1,-2.086327744E1
2.720641434E2,-9.578536987E0,4.567647552E1,-2.183749771E1
2.720939794E2,-1.003680038E1,4.489453125E1,-2.268556976E1
2.721238168E2,-1.166268921E1,4.433925629E1,-2.385298538E1
2.721536528E2,-1.314325714E1,4.397976685E1,-2.470403671E1
2.721834898E2,-1.481943893E1,4.301538086E1,-2.477606583E1
2.722133258E2,-1.688998222E1,4.271125793E1,-2.394343948E1
2.722431618E2,-1.798962212E1,4.269958496E1,-2.303586197E1
2.722729988E2,-1.773666000E1,4.308638000E1,-2.271479416E1
2.723028348E2,-1.750145531E1,4.351300812E1,-2.182261276E1
2.723326718E2,-1.650973892E1,4.412558746E1,-2.119411850E1
2.723625078E2,-1.549698830E1,4.491045380E1,-2.044239044E1
2.723923448E2,-1.385352325E1,4.550096893E1,-1.901311493E1
2.724221808E2,-1.219681931E1,4.647695923E1,-1.701385117E1
2.724520178E2,-1.134070778E1,4.701277161E1,-1.521779251E1
2.724818538E2,-1.101129246E1,4.698144531E1,-1.461755753E1
2.725116908E2,-1.054800606E1,4.693890381E1,-1.408101273E1
2.725415268E2,-1.062280750E1,4.709950256E1,-1.371210861E1
2.725713628E2,-1.089336109E1,4.713607788E1,-1.266983795E1
2.726011998E2,-9.362394333E0,4.776440430E1,-1.201538086E1
